Date,Open,High,Low,Close,Adj Close,Volume
2022-04-27,84.250000,87.900002,84.019997,84.910004,84.910004,83125100
2022-04-28,86.669998,90.580002,84.779999,89.639999,89.639999,91495400
2022-04-29,88.050003,91.790001,85.379997,85.519997,85.519997,82647700
2022-05-02,85.660004,90.370003,85.320000,89.839996,89.839996,98304100
2022-05-03,89.849998,92.209999,89.010002,91.129997,91.129997,126381800
2022-05-04,98.180000,99.690002,91.699997,99.419998,99.419998,225394100
2022-05-05,97.650002,97.839996,92.169998,93.870003,93.870003,153129800
2022-05-06,94.339996,98.180000,92.650002,95.339996,95.339996,144286600
2022-05-09,92.870003,93.739998,85.379997,86.360001,86.360001,144523700
2022-05-10,89.180000,90.769997,85.410004,88.730003,88.730003,137235500
2022-05-11,87.839996,93.459999,86.529999,87.919998,87.919998,136137900
2022-05-12,86.599998,88.550003,83.269997,87.059998,87.059998,129214200
2022-05-13,88.300003,96.570000,88.220001,95.120003,95.120003,138068100
2022-05-16,93.860001,98.169998,93.080002,94.239998,94.239998,131065700
2022-05-17,97.879997,103.199997,97.540001,102.470001,102.470001,164227200
2022-05-18,100.000000,104.220001,95.709999,96.279999,96.279999,142603200
2022-05-19,96.690002,100.690002,95.089996,96.669998,96.669998,141506200
2022-05-20,98.389999,98.639999,88.260002,93.500000,93.500000,164126800
2022-05-23,91.660004,95.190002,90.919998,95.070000,95.070000,128773000
2022-05-24,92.540001,93.419998,89.620003,91.160004,91.160004,123341400
2022-05-25,90.430000,93.889999,89.519997,92.650002,92.650002,111771100
2022-05-26,91.339996,100.330002,90.739998,98.750000,98.750000,128792700
2022-05-27,100.139999,102.400002,99.379997,102.260002,102.260002,104348400
2022-05-31,102.430000,104.550003,100.040001,101.860001,101.860001,125102900
2022-06-01,102.129997,103.570000,99.550003,101.220001,101.220001,99351400
2022-06-02,100.779999,109.500000,100.779999,108.589996,108.589996,120953800
2022-06-03,105.800003,109.389999,104.650002,106.300003,106.300003,110844700
2022-06-06,108.269997,109.570000,104.230003,105.650002,105.650002,96726900
2022-06-07,104.239998,106.239998,102.610001,105.279999,105.279999,79022900
2022-06-08,104.570000,105.849998,100.410004,101.900002,101.900002,97641900
2022-06-09,101.570000,103.940002,98.739998,98.800003,98.800003,95299000
2022-06-10,98.820000,99.930000,94.250000,94.820000,94.820000,102135400
2022-06-13,91.260002,92.029999,86.639999,86.989998,86.989998,98148800
2022-06-14,87.410004,88.300003,85.820000,86.989998,86.989998,84066600
2022-06-15,87.900002,90.860001,86.190002,89.300003,89.300003,95774800
2022-06-16,86.629997,86.730003,80.639999,82.050003,82.050003,102433300
2022-06-17,82.190002,82.940002,79.430000,81.570000,81.570000,105212300
2022-06-21,84.169998,85.809998,82.599998,83.790001,83.790001,87780600
2022-06-22,84.400002,86.379997,83.300003,83.750000,83.750000,86634700
2022-06-23,84.320000,84.410004,80.230003,82.430000,82.430000,100614600
2022-06-24,83.559998,87.529999,83.080002,87.080002,87.080002,88553900
2022-06-27,87.360001,88.220001,85.250000,86.160004,86.160004,74663500
2022-06-28,85.709999,86.730003,80.430000,80.779999,80.779999,95618600
2022-06-29,79.550003,79.750000,76.510002,77.989998,77.989998,104140900
2022-06-30,77.730003,78.910004,75.480003,76.470001,76.470001,105368600
